Bear,Sex,Age,Offspring,Out of den,Into den,Current status,Column1,Year
314,Male,Adult,,No,No,Vehicle strike-dead,,2022
373,Male,Adult,,No,Yes,Active,,2022
409,Female,Adult,"3 yearlings, 1 lost",Yes,No,Cast,,2022
419,Male,Adult,,No,Yes,Active,,2022
424,Male,Adult,,Yes,No,Cast,,2022
460,Male,Adult,,Yes,No,Cast,,2022
476,Female,Adult,None,Yes,Yes,Active,,2022
499,Female,Adult,1 cub,Yes,Yes,Active,,2022
520,Male,Adult,,No,Yes,Active,,2022
560,Female,Adult,3 cubs,Yes,No,Cast,,2022
630,Male,Adult,,No,Yes,Active,,2022
639,Male,Adult,,Yes,No,Cast,,2022
747,Female,Adult,"2 cubs, 1 lost",Yes,Yes,Active,,2022
769,Male,Adult,,No,Yes,Active,,2022
782,Male,Adult,,Yes,No,Cast - killed,,2022
794,Male,Adult,,No,No,Cast,,2022
800,Female,Adult,"2 cubs, 1 lost; 1 live removal",Yes,No,Removed,,2022
804,Male,Adult,,No,Yes,Active,,2022
819,Male,Adult,,Yes,No,Cast,,2022
856,Male,Adult,,No,Yes,Active,,2022
864,Female,Adult,2 cubs,Yes,Yes,Active,,2022
881,Male,Adult,,Yes,No,Cast,,2022
883,Female,Adult,3 cubs,Yes,Yes,Active,,2022
886,Female,Adult,1 yearling,Yes,Yes,Active,,2022
896,Female,Adult,2 2-yr-olds weaned,Yes,Yes,Active,,2022
906,Female,Adult,1 cub,Yes,No,Cast,,2022
908,Male,Adult,,Yes,Yes,Active,,2022
911,Female,Adult,None,Yes,No,Probable battery failure,,2022
912,Female,Adult,2 cubs,Yes,Yes,Active,,2022
913,Female,Adult,3 cubs,Yes,No,Cast,,2022
938,Male,Adult,,No,Yes,Active,,2022
940,Male,Adult,,Yes,No,Cast,,2022
942,Female,Adult,2 yearlings,No,Yes,Active,,2022
948,Female,Adult,"2 yearlings, 2 lost?",No,Yes,Active,,2022
949,Female,Adult,2 yearlings,Yes,Yes,Active,,2022
952,Female,Adult,"1 2-year-old, weaned",Yes,Yes,Active,,2022
953,Male,Adult,,Yes,No,Cast,,2022
967,Male,Adult,,Yes,Yes,Active,,2022
970,Male,Adult,,Yes,No,Cast,,2022
976,Female,Adult,Not observed,Yes,No,Cast,,2022
980,Female,Adult,"2 cubs, 2 lost",Yes,Yes,Active,,2022
981,Female,Adult,None,Yes,Yes,Active,,2022
994,Male,Adult,,No,Yes,Active,,2022
997,Male,Adult,,Yes,No,Cast,,2022
999,Female,Adult,None,Yes,Yes,Active,,2022
1003,Female,Adult,Not observed,No,No,Cast,,2022
1007,Male,Adult,,Yes,Yes,Active,,2022
1009,Female,Adult,None,Yes,No,Cast,,2022
1012,Female,Subadult,None,Yes,No,Cast,,2022
1013,Female,Adult,"1 cub, lost",Yes,No,Cast,,2022
1016,Male,Adult,,Yes,No,Cast,,2022
1018,Female,Adult,None,Yes,No,Cast,,2022
1019,Male,Adult,,Yes,Yes,Active,,2022
1023,Male,Adult,,Yes,No,Cast,,2022
1025,Female,Adult,None,Yes,Yes,Active,,2022
1027,Female,Adult,2 2-yr-olds weaned,Yes,Yes,Active,,2022
1030,Male,Adult,,Yes,No,Cast,,2022
1031,Female,Adult,"2 cubs, 2 lost",Yes,Yes,Active,,2022
1032,Female,Adult,"2 cubs, 1 lost",Yes,Yes,Active,,2022
1033,Male,Adult,,Yes,Yes,Active,,2022
1034,Female,Adult,Not observed,Yes,No,Cast,,2022
1035,Female,Adult,None,Yes,Yes,Active,,2022
1038,Female,Subadult,None,Yes,Yes,Active,,2022
1039,Male,Adult,,Yes,No,Cast,,2022
1040,Male,Adult,,Yes,No,Cast,,2022
1041,Female,Adult,None,Yes,Yes,Active,,2022
1042,Female,Adult,"3 cubs, 3 lost",Yes,No,Cast,,2022
1044,Female,Subadult,None,Yes,Yes,Active,,2022
1045,Male,Adult,,No,Yes,Active,,2022
1046,Female,Subadult,None,Yes,Yes,Active,,2022
1050,Male,Adult,,Yes,No,Removed,,2022
1051,Male,Subadult,,Yes,Yes,Active,,2022
1052,Male,Adult,,Yes,No,Dead,,2022
1053,Male,Adult,,Yes,Yes,Active,,2022
1054,Female,Adult,2 yearlings,Yes,Yes,Active,,2022
1055,Male,Adult,,Yes,No,Cast,,2022
1056,Male,Subadult,,,,Active,,2022
1057,Male,Subadult,,Yes,No,Cast - removed,,2022
1058,Male,Subadult,,Yes,No,Cast,,2022
1059,Male,Adult,,No,Yes,Active,,2022
1060,Male,Adult,,No,Yes,Active,,2022
1061,Male,Adult,,No,Yes,Active,,2022
1062,Female,Adult,None,No,Yes,Active,,2022
1063,Female,Subadult,None,No,Yes,Active,,2022
1064,Female,Subadult,None,No,No,Cast,,2022
1065,Female,Subadult,None,No,Yes,Active,,2022
1066,Male,Adult,,No,Yes,Active,,2022
1067,Male,Adult,,No,Yes,Active,,2022
1068,Male,Subadult,,No,Yes,Active,,2022
1069,Male,Subadult,,No,Yes,Active,,2022
1070,Female,Adult,None,No,Yes,Active,,2022
1071,Female,Subadult,None,No,Yes,Active,,2022
1072,Female,Subadult,None,No,Yes,Active,,2022
1073,Female,Subadult,None,No,Yes,Active,,2022
1074,Male,Subadult,,No,Yes,Active,,2022
1075,Male,Adult,,No,Yes,Active,,2022
1076,Female,Adult,2 yearlings,No,Yes,Active,,2022
1077,Male,Subadult,,No,Yes,Active,,2022
1078,Male,Adult,,No,Yes,Active,,2022
1079,Male,Subadult,,No,Yes,Active,,2022
1080,Male,Adult,,No,Yes,Active,,2022
1081,Female,Subadult,None,No,No,Cast,,2022
1082,Female,Yearling,None,No,No,Cast,,2022
1083,Male,Adult,,No,Yes,Active,,2022
1084,Female,Adult,Not observed,No,Yes,Active,,2022
1085,Male,Adult,,No,Yes,Active,,2022
1086,Female,Adult,None,No,Yes,Active,,2022
1087,Male,Adult,,No,Yes,Active,,2022
1088,Male,Adult,,No,No,Cast,,2022
1089,Female,Adult,"2 cubs, 2 removed",No,No,Removed,,2022
1090,Male,Cub,,No,Yes,Active,,2022
1091,Male,Cub,,No,Yes,Active,,2022
373,Male,Adult,,Yes,No,Cast,,2021
394,Male,Adult,,No,No,Cast - Died,,2021
409,Female,Adult,3 cubs,Yes,Yes,Active,,2021
424,Male,Adult,,No,Yes,Active,,2021
460,Male,Adult,,Yes,Yes,Active,,2021
476,Female,Adult,"1 cub, lost",No,Yes,Active,,2021
481,Female,Adult,"2 cubs, 2 lost",Yes,Yes?,Active,,2021
499,Female,Adult,None,Yes,Yes,Active,,2021
531,Female,Adult,None seen,No,No,Cast,,2021
538,Male,Adult,,No,No,Cast,,2021
556,Male,Adult,,No,No,Cast,,2021
560,Female,Adult,None seen,No,Yes,Active,,2021
566,Male,Adult,,No,No,Cast,,2021
635,Male,Adult,,No,No,Cast,,2021
639,Male,Adult,,No,Yes,Active,,2021
686,Female,Adult,"3 cubs, 2 lost (naturally), 1 unknown",Yes,No,Killed,,2021
695,Male,Adult,,Yes,No,Cast,,2021
706,Female,Adult,3 cubs,No,No,Cast,,2021
713,Male,Adult,,No,No,Cast,,2021
727,Male,Adult,,Yes,No,Cast - died,,2021
734,Female,Adult,2 cubs,Yes,Yes,Active,,2021
747,Female,Adult,"1 yearling, lost",Yes,Yes,Active,,2021
749,Female,Adult,None,No,No,Cast,,2021
782,Male,Adult,,No,Yes,Active,,2021
800,Female,Adult,None,No,Yes,Active,,2021
812,Male,Adult,,Yes,No,Cast,,2021
819,Male,Adult,,Yes,Yes,Active,,2021
864,Female,Adult,None,No,Yes,Active,,2021
881,Male,Adult,,Yes,Yes,Active,,2021
883,Female,Adult,None,Yes,Yes,Active,,2021
885,Male,Adult,,No,No,Cast,,2021
886,Female,Adult,1 cub,No,Yes,Active,,2021
887,Male,Adult,,No,No,Cast,,2021
896,Female,Adult,2 yearlings,Yes,Yes,Active,,2021
899,Female,Adult,1 cub,Yes,No,Killed,,2021
906,Female,Adult,None,No,Yes,Active,,2021
908,Male,Adult,,No,Yes,Active,,2021
909,Female,Adult,"2 2-yr-old, weaned",Yes,No,Cast,,2021
911,Female,Adult,"2 cubs, 2 lost",Yes,Yes,Active,,2021
912,Female,Adult,None,No,Yes,Active,,2021
913,Female,Adult,"1 yearling, lost",Yes,Yes,Active,,2021
914,Female,Adult,"3 cubs, 3 lost?",Yes,No,Killed,,2021
917,Male,Adult,,Yes,No,Cast,,2021
926,Female,Adult,2 cubs,Yes,Yes,Active,,2021
930,Female,Adult,2 cubs,Yes,No,Cast,,2021
940,Male,Adult,,No,Yes,Active,,2021
948,Female,Adult,"3 cubs, 1 lost",Yes,Yes,Active,,2021
949,Female,Adult,2 cubs,Yes,Yes,Active,,2021
952,Female,Adult,"2 yearlings, 1 lost",Yes,Yes,Active,,2021
953,Male,Adult,,No,Yes,Active,,2021
956,Female,Adult,1 yearling,Yes,Yes,Active,,2021
962,Female,Adult,"1 cub, lost",Yes,No,Cast - removed,,2021
966,Female,Adult,"2 cubs, 2 lost",Yes,No,Cast,,2021
967,Male,Adult,,Yes,Yes,Active,,2021
969,Female,Adult,None,Yes,No,Unknown,,2021
970,Male,Adult,,No,Yes,Active,,2021
974,Female,Adult,None,Yes,No,Removed,,2021
976,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2021
978,Male,Adult,,Yes,Yes,Probable battery failure,,2021
979,Female,Adult,2 yearlings,Yes,No,Cast,,2021
980,Female,Adult,None,Yes,Yes,Active,,2021
981,Female,Subadult,None,Yes,Yes,Active,,2021
991,Male,Adult,,Yes,No,Removed,,2021
992,Female,Subadult,None,Yes,No,Cast,,2021
994,Male,Subadult,,Yes,No,Cast,,2021
997,Male,Adult,,Yes,Yes,Active,,2021
999,Female,Subadult,None,Yes,Yes,Active,,2021
1000,Male,Subadult,,Yes,No,Probable battery failure,,2021
1001,Female,Subadult,Not observed,No,No,Cast,,2021
1002,Male,Adult,,Yes,No,Cast,,2021
1003,Female,Adult,"2 cubs, 2 lost",Yes,Yes,Active,,2021
1007,Male,Adult,,Yes,Yes,Active,,2021
1008,Male,Adult,,Yes,No,Cast,,2021
1009,Female,Adult,None,Yes,Yes,Active,,2021
1010,Male,Adult,,Yes,No,Cast,,2021
1012,Female,Subadult,None,Yes,Yes,Active,,2021
1013,Female,Adult,"1 yearling, lost",Yes,Yes,Active,,2021
1016,Male,Subadult,,Yes,Yes,Active,,2021
1017,Female,Subadult,None,Yes,No,Removed,,2021
1018,Female,Adult,"1 2-year-old, weaned",Yes,Yes,Active,,2021
1019,Male,Adult,,Yes,Yes,Active,,2021
1020,Male,Adult,,No,No,Cast,,2021
1021,Male,Adult,,No,No,Cast,,2021
1022,Male,Subadult,,No,No,Removed,,2021
1023,Male,Subadult,,No,Yes,Active,,2021
1024,Male,Adult,,No,Yes,Unknown,,2021
1025,Female,Adult,None,No,Yes,Active,,2021
1026,Male,Adult,,No,No,Cast,,2021
1027,Female,Adult,2 yearlings,No,Yes,Active,,2021
1028,Male,Subadult,,No,No,Removed,,2021
1029,Male,Subadult,,No,No,Unknown,,2021
1030,Male,Subadult,,No,Yes,Active,,2021
1031,Female,Adult,None,No,Yes,Active,,2021
1032,Female,Subadult,None,No,Yes,Active,,2021
1033,Male,Subadult,,No,Yes,Active,,2021
1034,Female,Adult,2 yearlings,No,Yes,Active,,2021
1035,Female,Adult,None,No,Yes,Active,,2021
1036,Male,Adult,,No,No,Cast,,2021
1037,Male,Adult,,No,No,Cast,,2021
1038,Female,Subadult,None,No,Yes,Active,,2021
1039,Male,Subadult,,No,Yes,Active,,2021
1040,Male,Subadult,,No,Yes,Active,,2021
1041,Female,Subadult,None,No,Yes,Active,,2021
1042,Female,Adult,"3 cubs, 3 lost?",No,Yes,Active,,2021
1043,Female,Subadult,None,No,No,Removed,,2021
1044,Female,Adult,None,No,Yes,Active,,2021
1045,Male,Subadult,,No,No,Cast,,2021
1046,Female,Subadult,None,No,Yes,Active,,2021
1047,Male,Adult,,No,No,Cast,,2021
1048,Male,Subadult,,No,No,Removed,,2021
1049,Female,Adult,None,No,No,Cast,,2021
1050,Male,Adult,,No,Yes,Active,,2021
1051,Male,Subadult,,No,Yes,Active,,2021
1052,Male,Adult,,No,Yes,Active,,2021
1053,Male,Adult,,No,Yes,Active,,2021
1054,Female,Adult,2 cubs,No,Yes,Active,,2021
1055,Male,Adult,,No,Yes,Active,,2021
1056,Male,Subadult,,No,Yes,Active,,2021
1057,Male,Subadult,,No,Yes,Active,,2021
1058,Male,Subadult,,No,Yes,Active,,2021
373,Male,Adult,,No,Yes,Active,,2020
394,Male,Adult,,Yes,Yes,Active,,2020
409,Female,Adult,None,No,Yes,Active,,2020
419,Male,Adult,,Yes,No,Cast,,2020
460,Male,Adult,,No,Yes,Active,,2020
480,Male,Adult,,Yes??,No,Cast,,2020
481,Female,Adult,None,Yes,Yes,Active,,2020
499,Female,Adult,1 yearling,No,Yes,Active,,2020
588,Male,Adult,,No,No,Cast,,2020
589,Male,Adult,,Yes,No,Cast,,2020
653,Male,Adult,,Yes,No,Cast,,2020
679,Male,Adult,,No,?,Active,,2020
686,Female,Adult,None,No,Yes,Active,,2020
687,Male,Adult,,No,No,Killed,,2020
688,Male,Adult,,Yes,No,Cast,,2020
695,Male,Adult,,Yes,Yes,Active,,2020
706,Female,Adult,None,Yes,No,Cast,,2020
727,Male,Adult,,No,Yes,Active,,2020
734,Female,Adult,"1 2-year-old, weaned",Yes,Yes,Active,,2020
747,Female,Adult,1 cub,No,Yes,Active,,2020
762,Female,Adult,"2 yearlings, 1 lost",Yes,,Unresolved,,2020
773,Female,Adult,2 cubs,Yes,No,Cast,,2020
786,Female,Adult,"3 yearlings, 3 lost?",Yes,No,Killed,,2020
791,Male,Adult,,Yes,No,Cast,,2020
804,Male,Adult,,Yes,No,Cast,,2020
805,Male,Adult,,No,Yes,Active,,2020
812,Male,Adult,,Yes,Yes,Active,,2020
819,Male,Adult,,No,Yes,Active,,2020
862,Male,Adult,,Yes,No,Cast,,2020
863,Female,Adult,None,Yes,No,Cast,,2020
880,Male,Adult,,Yes,No,Cast,,2020
881,Male,Adult,,No,Yes,Active,,2020
883,Female,Adult,None,Yes,Yes,Active,,2020
895,Female,Adult,3 2-yr-olds weaned,Yes,?,Active,,2020
896,Female,Adult,2 cubs,Yes,Yes,Active,,2020
899,Female,Adult,"1 yearling, lost",Yes,Yes,Active,,2020
909,Female,Adult,2 yearlings,No,Yes,Active,,2020
911,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2020
913,Female,Adult,1 cub,Yes,Yes,Active,,2020
914,Female,Adult,None,Yes,Yes,Active,,2020
917,Male,Adult,,Yes,Yes,Active,,2020
926,Female,Adult,"2 cubs, 2 lost",Yes,Yes,Active,,2020
930,Female,Adult,"2 cubs, 2 lost",Yes,Yes,Active,,2020
933,Female,Adult,None,Yes,No,Cast,,2020
936,Male,Adult,,Yes,No,Removed,,2020
945,Male,Adult,,Yes,No,Cast,,2020
947,Female,Adult,Not observed,Yes,No,Cast,,2020
948,Female,Adult,2 2-yr-olds weaned,Yes,Yes,Active,,2020
949,Female,Subadult,None,Yes,Yes,Active,,2020
952,Female,Adult,2 cubs,Yes,Yes,Active,,2020
954,Female,Adult,"1 yearling, lost",Yes,No,Cast,,2020
956,Female,Adult,"3 cubs, 2 lost",Yes,Yes,Active,,2020
960,Male,Subadult,,Yes,No,Cast,,2020
962,Female,Subadult,None,Yes,Yes,Active,,2020
963,Male,Adult,,Yes,No,Cast,,2020
964,Female,Subadult,None,Yes,No,Cast,,2020
966,Female,Subadult,None,Yes,Yes,Active,,2020
967,Male,Adult,,Yes,Yes,Active,,2020
969,Female,Adult,None seen,Yes,Yes,Active,,2020
974,Female,Subadult,None,Yes,Yes,Active,,2020
976,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2020
977,Female,Adult,1 or more cub/s,Yes,No,Cast,,2020
978,Male,Subadult,,Yes,Yes,Active,,2020
979,Female,Adult,2 cubs,Yes,Yes,Active,,2020
980,Female,Adult,"3 cubs, 3 lost",Yes,Yes,Active,,2020
981,Female,Subadult,None,Yes,Yes,Active,,2020
982,Male,Subadult,,Yes,No,Cast,,2020
983,Male,Adult,,Yes,No,Cast,,2020
984,Male,Subadult,,Yes,No,Removed,,2020
985,Male,Adult,,Yes,No,Cast,,2020
986,Female,Adult,2 yearlings,Yes,No,Cast,,2020
987,Male,Adult,,No,No,Cast,,2020
988,Male,Adult,,No,No,Cast,,2020
989,Female,Adult,"1 yearling, lost",No,No,Cast,,2020
990,Male,Subadult,,No,No,Cast,,2020
991,Male,Subadult,,No,Yes,Active,,2020
992,Female,Subadult,None,No,Yes,Active,,2020
993,Male,Adult,,No,No,Cast,,2020
994,Male,Subadult,,No,Yes,Active,,2020
995,Male,Adult,,No,No,Cast,,2020
996,Male,Adult,,No,No,Cast,,2020
997,Male,Subadult,,No,Yes,Active,,2020
998,Female,Adult,None,No,No,Cast,,2020
999,Female,Adult,None,No,Yes,Active,,2020
1000,Male,Yearling,,No,Yes,Active,,2020
1001,Female,Subadult,None,No,Yes,Active,,2020
1002,Male,Adult,,No,?,Active,,2020
1003,Female,Adult,None,No,Yes,Active,,2020
1004,Male,Adult,,No,No,Cast,,2020
1005,Female,Subadult,None,No,No,Killed,,2020
1006,Male,Subadult,,No,No,Removed,,2020
1007,Male,Adult,,No,Yes,Active,,2020
1008,Male,Adult,,No,Yes,Active,,2020
1009,Female,Subadult,None,No,Yes,Active,,2020
1010,Male,Adult,,No,Yes,Active,,2020
1011,Male,Subadult,,No,No,Cast,,2020
1012,Female,Yearling,,No,Yes,Active,,2020
1013,Female,Adult,1 cub,No,Yes,Active,,2020
1014,Female,Subadult,None,No,No,Removed,,2020
1015,Male,Subadult,,No,No,Removed,,2020
1016,Male,Subadult,,No,Yes,Active,,2020
1017,Female,Subadult,None,No,Yes,Active,,2020
1018,Female,Adult,1 yearling,No,Yes,Active,,2020
1019,Male,Subadult,,No,Yes,Active,,2020
394,Male,Adult,,Yes,Yes,Active,,2019
419,Male,Adult,,No,Yes,Active,,2019
480,Male,Adult,,No,Yes,Active,,2019
481,Female,Adult,None,No,Yes,Active,,2019
589,Male,Adult,,Yes,Yes,Active,,2019
653,Male,Adult,,No,Yes,Active,,2019
688,Male,Adult,,Yes,Yes,Active,,2019
695,Male,Adult,,No,Yes,Active,,2019
706,Female,Adult,None seen,No,Yes,Active,,2019
712,Male,Adult,,Yes,No,Cast,,2019
734,Female,Adult,1 yearling,Yes,Yes,Active,,2019
735,Female,Adult,None,No,No,Removed,,2019
743,Female,Adult,"2 yearlings, 2 lost?",Yes,,Unresolved,,2019
762,Female,Adult,2 cubs,Yes,Yes,Active,,2019
773,Female,Adult,None,Yes,Yes,Active,,2019
786,Female,Adult,"4 cubs, 1 lost",Yes,Yes,Active,,2019
791,Male,Adult,,Yes,Yes,Active,,2019
804,Male,Adult,,No,,Missing,,2019
810,Male,Adult,,No,No,Cast,,2019
812,Male,Adult,,No,Yes,Active,,2019
834,Male,Adult,,No,Yes,Active,,2019
862,Male,Adult,,No,Yes,Active,,2019
863,Female,Adult,"2 cubs, 1 lost",Yes,Yes,Active,,2019
867,Female,Adult,None,Yes,No,Cast,,2019
868,Female,Adult,1 cub,Yes,No,Cast,,2019
869,Female,Adult,Not seen,Yes,,Missing,,2019
876,Female,Adult,None,Yes,No,Cast,,2019
880,Male,Adult,,Yes,Yes,Active,,2019
883,Female,Adult,None,No,Yes,Active,,2019
886,Female,Adult,1 cub,Yes,No,Cast,,2019
887,Male,Adult,,Yes,No,Cast,,2019
893,Female,Adult,None,Yes,No,Cast,,2019
895,Female,Adult,3 yearlings,Yes,Yes,Active,,2019
896,Female,Adult,None,Yes,Yes,Active,,2019
899,Female,Adult,"2 cubs, 1 lost",Yes,Yes,Active,,2019
905,Female,Adult,3 cubs,Yes,No,Cast,,2019
906,Female,Adult,2 cubs,Yes,No,Cast,,2019
907,Female,Adult,None,Yes,No,Cast,,2019
911,Female,Adult,None,Yes,Yes,Active,,2019
913,Female,Adult,None,Yes,Yes,Active,,2019
914,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2019
916,Male,Adult,,Yes,No,Cast,,2019
917,Male,Adult,,Yes,Yes,Active,,2019
922,Male,Adult,,Yes,No,Cast,,2019
924,Female,Subadult,None,Yes,No,Cast,,2019
926,Female,Subadult,None,Yes,Yes,Active,,2019
928,Male,Adult,,Yes,No,Cast,,2019
929,Male,Subadult,,Yes,No,Cast,,2019
930,Female,Adult,None,Yes,Yes,Active,,2019
933,Female,Adult,None,Yes,Yes,Active,,2019
934,Male,Adult,,Yes,No,Cast,,2019
935,Male,Subadult,,Yes,No,Cast,,2019
936,Male,Adult,,Yes,Yes,Active,,2019
938,Male,Adult,,Yes,No,Cast,,2019
939,Male,Adult,,No,No,Cast,,2019
941,Male,Adult,,Yes,No,Cast,,2019
942,Female,Adult,2 yearlings,Yes,Yes,Active,,2019
944,Male,Subadult,,Yes,No,Removed,,2019
945,Male,Adult,,Yes,Yes,Active,,2019
946,Male,Adult,,Yes,No,Cast,,2019
947,Female,Adult,2 cubs,Yes,Yes,Active,,2019
948,Female,Adult,2 yearlings,Yes,Yes,Active,,2019
949,Female,Subadult,None,Yes,Yes,Active,,2019
951,Male,Subadult,,Yes,No,Cast,,2019
952,Female,Adult,None,Yes,Yes,Active,,2019
953,Male,Adult,,Yes,No,Cast,,2019
954,Female,Adult,"2 cubs, 1 lost",Yes,Yes,Active,,2019
956,Female,Adult,None,Yes,Yes,Active,,2019
957,Female,Adult,Not observed,Yes,No,Cast,,2019
958,Male,Adult,,No,No,Cast,,2019
959,Male,Adult,,No,No,Cast,,2019
960,Male,Subadult,,No,No,Active,,2019
961,Female,Adult,None,No,Yes,Active,,2019
962,Female,Subadult,None,No,Yes,Active,,2019
963,Male,Adult,,No,Yes,Active,,2019
964,Female,Subadult,None,No,Yes,Active,,2019
965,Female,Adult,None,No,No,Cast,,2019
966,Female,Subadult,None,No,Yes,Active,,2019
967,Male,Adult,,No,Yes,Active,,2019
968,Male,Adult,,No,No,Cast/removed,,2019
969,Female,Adult,None,No,Yes,Active,,2019
970,Male,Adult,,No,No,Cast,,2019
971,Male,Adult,,No,,Missing,,2019
972,Male,Adult,,No,No,Cast,,2019
973,Female,Subadult,None,No,No,Removed,,2019
974,Female,Subadult,None,No,Yes,Active,,2019
975,Male,Subadult,,No,No,Cast,,2019
976,Female,Adult,None,No,Yes,Active,,2019
977,Female,Adult,None,No,Yes,Active,,2019
978,Male,Subadult,,No,Yes,Active,,2019
979,Female,Subadult,None,No,Yes,Active,,2019
980,Female,Adult,None,No,Yes,Active,,2019
981,Female,Subadult,None,No,Yes,Active,,2019
982,Male,Subadult,,No,Yes,Active,,2019
983,Male,Adult,,No,Yes,Active,,2019
984,Male,Yearling,,No,Yes,Active,,2019
985,Male,Adult,,No,Yes,Active,,2019
986,Female,Adult,2 cubs,No,Yes,Active,,2019
363,Male,Adult,,No,No,Cast,,2018
384,Female,Adult,None,No,No,Cast,,2018
394,Male,Adult,,Yes,Yes,Active,,2018
399,Female,Adult,2 yearlings,Yes,No,Cast,,2018
480,Male,Adult,,No,No,Cast,,2018
506,Male,Adult,,Yes,No,Cast,,2018
